objectid,parentid,title,architect,building_type,architecture_firm,building_materials,date,date_began,date_completed,date_alteration,date_restoration,date_demolished,description,subject,address,street_name,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,object_thumb,object_location,reference_url
"in114","","Menuiserie Mécanique","","light manufacturing","","","1887","","c.1887","","","","View, looking east (1999)","","1273, 1299-1295 rue Island","","45.4825355","-73.565391","","IN114","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/mmecaniq.jpg","https://digital.library.mcgill.ca/industrial/images/mmecaniq.jpg","https://digital.library.mcgill.ca/industrial/images/mmecaniq.jpg","","","https://digital.library.mcgill.ca/industrial/images/mmecaniq.jpg","https://digital.library.mcgill.ca/industrial/images/mmecaniq.jpg",https://sgolds15.github.io/industrial/items/in114.html
"in115","","Gair Company of Canada (Canadian Paper Board)","","factory","","concrete; stone; steel","1870","c.1870","","","","","View looking south-east (1999)","","50 rue des Seigneurs","","45.4866013","-73.5666716","","IN115","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/gair.jpg","https://digital.library.mcgill.ca/industrial/images/gair.jpg","https://digital.library.mcgill.ca/industrial/images/gair.jpg","","","https://digital.library.mcgill.ca/industrial/images/gair.jpg","https://digital.library.mcgill.ca/industrial/images/gair.jpg",https://sgolds15.github.io/industrial/items/in115.html
"in116","","Warehouses","","storage facility; warehouse","","corrugated iron on steel frame; concrete floor","1943","","c.1942-3","","","","","","385-433 rue St-Martin","","45.48843626","-73.56804956","","IN116","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/in116c.jpg","https://digital.library.mcgill.ca/industrial/images/in116c.jpg","https://digital.library.mcgill.ca/industrial/images/in116c.jpg","","","https://digital.library.mcgill.ca/industrial/images/in116c.jpg","https://digital.library.mcgill.ca/industrial/images/in116c.jpg",https://sgolds15.github.io/industrial/items/in116.html
"in116_01","in116","View looking north-west (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/in116a.jpg","https://digital.library.mcgill.ca/industrial/images/in116a.jpg","https://digital.library.mcgill.ca/industrial/images/in116a.jpg","","","https://digital.library.mcgill.ca/industrial/images/in116a.jpg","https://digital.library.mcgill.ca/industrial/images/in116a.jpg",https://sgolds15.github.io/industrial/items/in116.html#in116_01
"in116_02","in116","Full view of side wall (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/in116b.jpg","https://digital.library.mcgill.ca/industrial/images/in116b.jpg","https://digital.library.mcgill.ca/industrial/images/in116b.jpg","","","https://digital.library.mcgill.ca/industrial/images/in116b.jpg","https://digital.library.mcgill.ca/industrial/images/in116b.jpg",https://sgolds15.github.io/industrial/items/in116.html#in116_02
"in116_03","in116","View, looking east, of front façade (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/in116c.jpg","https://digital.library.mcgill.ca/industrial/images/in116c.jpg","https://digital.library.mcgill.ca/industrial/images/in116c.jpg","","","https://digital.library.mcgill.ca/industrial/images/in116c.jpg","https://digital.library.mcgill.ca/industrial/images/in116c.jpg",https://sgolds15.github.io/industrial/items/in116.html#in116_03
"in117","","Caledonian Iron works","","metalworking plant","","brick on stone foundation","1879","","1879","","","","View looking north-east (1999)","","1840-1844 rue William","","45.4870257","-73.5669838","","IN117","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/in117.jpg","https://digital.library.mcgill.ca/industrial/images/in117.jpg","https://digital.library.mcgill.ca/industrial/images/in117.jpg","","","https://digital.library.mcgill.ca/industrial/images/in117.jpg","https://digital.library.mcgill.ca/industrial/images/in117.jpg",https://sgolds15.github.io/industrial/items/in117.html
"in118","","(unknown)","","","","","1938","","c.1938","","","","View, looking south, of front façade (1999)","","1808 rue William","","45.487319","-73.566824","","IN118","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/in118.jpg","https://digital.library.mcgill.ca/industrial/images/in118.jpg","https://digital.library.mcgill.ca/industrial/images/in118.jpg","","","https://digital.library.mcgill.ca/industrial/images/in118.jpg","https://digital.library.mcgill.ca/industrial/images/in118.jpg",https://sgolds15.github.io/industrial/items/in118.html
"in119","","Canada Jute Co.","","textile mill","","brick; stone foundation","1889","","1889","","","","","","1744 rue William","","45.487545","-73.566531","","IN119","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/in119a.jpg","https://digital.library.mcgill.ca/industrial/images/in119a.jpg","https://digital.library.mcgill.ca/industrial/images/in119a.jpg","","","https://digital.library.mcgill.ca/industrial/images/in119a.jpg","https://digital.library.mcgill.ca/industrial/images/in119a.jpg",https://sgolds15.github.io/industrial/items/in119.html
"in119_01","in119","View, looking east, showing front facade (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/in119a.jpg","https://digital.library.mcgill.ca/industrial/images/in119a.jpg","https://digital.library.mcgill.ca/industrial/images/in119a.jpg","","","https://digital.library.mcgill.ca/industrial/images/in119a.jpg","https://digital.library.mcgill.ca/industrial/images/in119a.jpg",https://sgolds15.github.io/industrial/items/in119.html#in119_01
"in119_02","in119","Full view of side wall, looking east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/in119b.jpg","https://digital.library.mcgill.ca/industrial/images/in119b.jpg","https://digital.library.mcgill.ca/industrial/images/in119b.jpg","","","https://digital.library.mcgill.ca/industrial/images/in119b.jpg","https://digital.library.mcgill.ca/industrial/images/in119b.jpg",https://sgolds15.github.io/industrial/items/in119.html#in119_02
"in120","","Dunham Industries","","factory","","steel frame; brick walls; concrete","","","","","","","","","1435 rue Island","","45.483533","-73.566935","","IN120","Image;StillImage","image/jpeg","eng","","","record","","","","","","","",https://sgolds15.github.io/industrial/items/in120.html
"in121","","J C Paper Recovery Inc.","","storage facility; warehouse","","steel frame; brick walls; concrete floors","","","","","","","","","1305 rue de Montmorency","","45.48528008","-73.56037203","","IN121","Image;StillImage","image/jpeg","eng","","","record","","","","","","","",https://sgolds15.github.io/industrial/items/in121.html
"in125","","Bureau du Canal","","machine shop","","concrete","1925","","c.1925","","1978","","","","1156 rue Mill","","45.4892276","-73.5517649","","IN125","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg","","","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg",https://sgolds15.github.io/industrial/items/in125.html
"in125_01","in125","View, looking south-west, of the machine shop (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg","","","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg","https://digital.library.mcgill.ca/industrial/images/seaway1.jpg",https://sgolds15.github.io/industrial/items/in125.html#in125_01
"in125_02","in125","View of machine shop/warehouse, looking south (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/seaway2.jpg","https://digital.library.mcgill.ca/industrial/images/seaway2.jpg","https://digital.library.mcgill.ca/industrial/images/seaway2.jpg","","","https://digital.library.mcgill.ca/industrial/images/seaway2.jpg","https://digital.library.mcgill.ca/industrial/images/seaway2.jpg",https://sgolds15.github.io/industrial/items/in125.html#in125_02
"in126","","Canada Packers Ltd.","","packing plant","","","1910","","c.1910","","","","Looking south-west, offices in foreground (1999)","","1260 rue Mill","","45.4870073","-73.5521471","","IN126","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/canpack.jpg","https://digital.library.mcgill.ca/industrial/images/canpack.jpg","https://digital.library.mcgill.ca/industrial/images/canpack.jpg","","","https://digital.library.mcgill.ca/industrial/images/canpack.jpg","https://digital.library.mcgill.ca/industrial/images/canpack.jpg",https://sgolds15.github.io/industrial/items/in126.html
"in127","","Entrepot de Fruit et Légumes","","storage facility; warehouse","","","","","","","","","View, looking south-east, of office and freight sheds (1999)","","500 rue Bridge","","45.484645","-73.556959","","IN127","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/in127.jpg","https://digital.library.mcgill.ca/industrial/images/in127.jpg","https://digital.library.mcgill.ca/industrial/images/in127.jpg","","","https://digital.library.mcgill.ca/industrial/images/in127.jpg","https://digital.library.mcgill.ca/industrial/images/in127.jpg",https://sgolds15.github.io/industrial/items/in127.html
"in128","","McClary Manufacturing Co.","","metalworking plant","","brick","1911","","1911","","","","View, looking south-west (1999)","","645 rue Wellington","","45.4989191","-73.5553126","","IN128","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/mcclary.jpg","https://digital.library.mcgill.ca/industrial/images/mcclary.jpg","https://digital.library.mcgill.ca/industrial/images/mcclary.jpg","","","https://digital.library.mcgill.ca/industrial/images/mcclary.jpg","https://digital.library.mcgill.ca/industrial/images/mcclary.jpg",https://sgolds15.github.io/industrial/items/in128.html
"in129","","St.Lawrence Wagon Co. Ltd.","","metalworking plant","","brick","1825","1825","","","","","View, looking south-west (1999)","","20 rue King","","45.497605","-73.55346229","","IN129","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/waggon.jpg","https://digital.library.mcgill.ca/industrial/images/waggon.jpg","https://digital.library.mcgill.ca/industrial/images/waggon.jpg","","","https://digital.library.mcgill.ca/industrial/images/waggon.jpg","https://digital.library.mcgill.ca/industrial/images/waggon.jpg",https://sgolds15.github.io/industrial/items/in129.html
"in132","","Five Roses Flour Mill","","flour mill","","","1943","1886","1943","","","","","","960-980 rue Mill","","45.49152219","-73.55116845","","IN132","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/fiver.jpg","https://digital.library.mcgill.ca/industrial/images/fiver.jpg","https://digital.library.mcgill.ca/industrial/images/fiver.jpg","","","https://digital.library.mcgill.ca/industrial/images/fiver.jpg","https://digital.library.mcgill.ca/industrial/images/fiver.jpg",https://sgolds15.github.io/industrial/items/in132.html
"in132_01","in132","View, looking south-east, of mill and east elevator (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/fiver.jpg","https://digital.library.mcgill.ca/industrial/images/fiver.jpg","https://digital.library.mcgill.ca/industrial/images/fiver.jpg","","","https://digital.library.mcgill.ca/industrial/images/fiver.jpg","https://digital.library.mcgill.ca/industrial/images/fiver.jpg",https://sgolds15.github.io/industrial/items/in132.html#in132_01
"in132_02","in132","View of mill and east elevator (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/fiver01.jpg","https://digital.library.mcgill.ca/industrial/images/fiver01.jpg","https://digital.library.mcgill.ca/industrial/images/fiver01.jpg","","","https://digital.library.mcgill.ca/industrial/images/fiver01.jpg","https://digital.library.mcgill.ca/industrial/images/fiver01.jpg",https://sgolds15.github.io/industrial/items/in132.html#in132_02
"in132_03","in132","West elevator, looking south (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/fiver02.jpg","https://digital.library.mcgill.ca/industrial/images/fiver02.jpg","https://digital.library.mcgill.ca/industrial/images/fiver02.jpg","","","https://digital.library.mcgill.ca/industrial/images/fiver02.jpg","https://digital.library.mcgill.ca/industrial/images/fiver02.jpg",https://sgolds15.github.io/industrial/items/in132.html#in132_03
"in132_04","in132","Main entrance showing the original name of the mill (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/fiver03.jpg","https://digital.library.mcgill.ca/industrial/images/fiver03.jpg","https://digital.library.mcgill.ca/industrial/images/fiver03.jpg","","","https://digital.library.mcgill.ca/industrial/images/fiver03.jpg","https://digital.library.mcgill.ca/industrial/images/fiver03.jpg",https://sgolds15.github.io/industrial/items/in132.html#in132_04
"in133","","E.J. Maxwell Ltée.","","","","","1930","","c.1930","","","","View, looking south, of one of the last remaining offices (1999)","","5080 rue St-Ambroise","","45.46881129","-73.59013584","","IN133","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","image","https://digital.library.mcgill.ca/industrial/images/maxwell.jpg","https://digital.library.mcgill.ca/industrial/images/maxwell.jpg","https://digital.library.mcgill.ca/industrial/images/maxwell.jpg","","","https://digital.library.mcgill.ca/industrial/images/maxwell.jpg","https://digital.library.mcgill.ca/industrial/images/maxwell.jpg",https://sgolds15.github.io/industrial/items/in133.html
"in134","","Ives and Allen Company","Hutchison, Alexander Cowper","metalworking plant","","Brick","1909","","c.1909","","","","","","270 rue Prince","","45.49761925","-73.55753175","","IN134","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg","","","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg",https://sgolds15.github.io/industrial/items/in134.html
"in134_01","in134","View, looking south-west, along rue Prince (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg","","","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall1.jpg",https://sgolds15.github.io/industrial/items/in134.html#in134_01
"in134_02","in134","Illustration showing view of the H.R. Ives and Co. warehouses and factories (ca. 1891); from Special Number of the Dominion Illustrated (Montreal: Sabiston Lithographic and Pub., 1891), 195.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ivesall.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall.jpg","","","https://digital.library.mcgill.ca/industrial/images/ivesall.jpg","https://digital.library.mcgill.ca/industrial/images/ivesall.jpg",https://sgolds15.github.io/industrial/items/in134.html#in134_02
"in135","","Édifice Hagar","Springle, James K.","factory","","stone","1855","1855","","c.1880, 1975","","","","","367-373 place d&#39;Youville","","45.5005362","-73.5561541","","IN135","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg","","","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg",https://sgolds15.github.io/industrial/items/in135.html
"in135_01","in135","View, looking north-west (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg","","","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg","https://digital.library.mcgill.ca/industrial/images/hagar01.jpg",https://sgolds15.github.io/industrial/items/in135.html#in135_01
"in135_02","in135","Detail of cornice (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/hagar02.jpg","https://digital.library.mcgill.ca/industrial/images/hagar02.jpg","https://digital.library.mcgill.ca/industrial/images/hagar02.jpg","","","https://digital.library.mcgill.ca/industrial/images/hagar02.jpg","https://digital.library.mcgill.ca/industrial/images/hagar02.jpg",https://sgolds15.github.io/industrial/items/in135.html#in135_02
"in136","","Northern Electric Co.","Carmichael, William John","industrial complex","","foundation of reinforced concrete; steel superstructure; interior columns encased in terra cotta; ornaments are terra cotta; walls are plastic brick (7 million used)","1913","1913","","1926-1928, 1929-1930, 1948, 1975","","","","","1730 rue St-Patrick","","45.48535","-73.5626444","","IN136","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg",https://sgolds15.github.io/industrial/items/in136.html
"in136_01","in136","View of rear of building, looking south-east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg","https://digital.library.mcgill.ca/industrial/images/nelectri.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_01
"in136_02","in136","Rear view, before later additions, looking south; from Construction 9:4 (April 1916) 121.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric01.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric01.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric01.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric01.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric01.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_02
"in136_03","in136","First floor plan showing railway entrances into building off rue St-Patrick; from Construction 9:4 (April 1916) 123.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric02.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric02.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric02.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric02.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric02.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_03
"in136_04","in136","Interior photos of reception room (top) and drafting room (bottom); from Construction 9:4 (April 1916) 124.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric03.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric03.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric03.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric03.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric03.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_04
"in136_05","in136","Advertisement and rendering of Northern Electric Co. from 1928; from Journal (RAIC) 5:1 (1928) xxv.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectricad.jpg","https://digital.library.mcgill.ca/industrial/images/nelectricad.jpg","https://digital.library.mcgill.ca/industrial/images/nelectricad.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectricad.jpg","https://digital.library.mcgill.ca/industrial/images/nelectricad.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_05
"in136_06","in136","View, looking east, from rue Shearer (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric06.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric06.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric06.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric06.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric06.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_06
"in136_07","in136","View, looking north-east of façade on rue Shearer (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric07.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric07.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric07.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric07.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric07.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_07
"in136_08","in136","View along St-Patrick, looking north-east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric08.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric08.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric08.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric08.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric08.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_08
"in136_09","in136","Side elevation; from Construction 9:4 (April 1916) 122.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric13.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric13.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric13.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric13.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric13.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_09
"in136_10","in136","View of ornamental motifs on uppermost sections of the building (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric09.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric09.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric09.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric09.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric09.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_10
"in136_11","in136","Detail of wall ornament (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric10.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric10.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric10.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric10.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric10.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_11
"in136_12","in136","View of main entrance showing the terra cotta tile console and cornice (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric11.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric11.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric11.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric11.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric11.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_12
"in136_13","in136","Aerial view (ca. 1932); from Montreal: The Metropolis of Canada: A Comprehensive Record of the Growth and Development of the Canadian Metropolis (Montreal: Canadian Record of National Development, 1932), 8.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/nelectric12.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric12.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric12.jpg","","","https://digital.library.mcgill.ca/industrial/images/nelectric12.jpg","https://digital.library.mcgill.ca/industrial/images/nelectric12.jpg",https://sgolds15.github.io/industrial/items/in136.html#in136_13
"in137","","J. &amp; R. Weir factory/ Zone","","factory","","","1875","1875","","","1997","","","","10 rue Duke","","45.4951683","-73.5529709","","IN137","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/weir02.jpg","https://digital.library.mcgill.ca/industrial/images/weir02.jpg","https://digital.library.mcgill.ca/industrial/images/weir02.jpg","","","https://digital.library.mcgill.ca/industrial/images/weir02.jpg","https://digital.library.mcgill.ca/industrial/images/weir02.jpg",https://sgolds15.github.io/industrial/items/in137.html
"in137_01","in137","View, looking south-east, from rue Brennan (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/thumbnails/weir.jpg","https://digital.library.mcgill.ca/industrial/images/weir.jpg","https://digital.library.mcgill.ca/industrial/images/weir.jpg","","","https://digital.library.mcgill.ca/industrial/images/weir.jpg","https://digital.library.mcgill.ca/industrial/thumbnails/weir.jpg",https://sgolds15.github.io/industrial/items/in137.html#in137_01
"in137_02","in137","View, looking east along rue Nazareth, of rear elevation (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/weir02.jpg","https://digital.library.mcgill.ca/industrial/images/weir02.jpg","https://digital.library.mcgill.ca/industrial/images/weir02.jpg","","","https://digital.library.mcgill.ca/industrial/images/weir02.jpg","https://digital.library.mcgill.ca/industrial/images/weir02.jpg",https://sgolds15.github.io/industrial/items/in137.html#in137_02
"in139","","Ames, Holden &amp; Co.","","factory; assembly plant","","","1879","before 1879","","","","1930s?","","","43 Victoria Square","","45.50424012","-73.57338606","","IN139","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/ames01.jpg","https://digital.library.mcgill.ca/industrial/images/ames01.jpg","https://digital.library.mcgill.ca/industrial/images/ames01.jpg","","","https://digital.library.mcgill.ca/industrial/images/ames01.jpg","https://digital.library.mcgill.ca/industrial/images/ames01.jpg",https://sgolds15.github.io/industrial/items/in139.html
